"A1","A2","Block_nr_Condition_3","Block_nr_Condition_4","Q_high","Q_low","acc","acceptable","accuracy","average_response_time","avg_rt","background","bidi","block_eyetracker","block_number","boundary","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_high","correct_instructions","correct_keyboard_response","correct_low","correct_practice_instructions","correct_response","count_GC_sentence_trigger","count_GC_trial_end","count_Setup_Sampling_Rate","count_about_this_experiment","count_acceptability_question","count_block_sequence","count_clear_screen","count_counterbalancingMODE","count_display_sentence","count_drift_correct","count_end_of_exp","count_end_of_practice_1","count_experiment","count_experiment_block_loop","count_experimental_loop","count_eyetracker_log_unicode","count_instructions","count_keyboard_response","count_logger","count_new_sketchpad","count_practice_block_loop","count_practice_instructions","count_practice_loop","count_practice_sequence","count_prepare_gaze_target","count_prepare_sentences","count_pygaze_init","count_pygaze_start_recording","count_pygaze_stop_recording","count_reset_feedback","count_reset_feedback_1","count_select_block","count_select_practice","count_setup_condition","count_show_gaze_target_and_driftcorrect","count_trial_sequence","current_block","current_correct_text","current_question","current_sentence","datetime","description","desired_sampling_rate","disable_garbage_collection","do_practice","experiment_file","experiment_path","fix_start_time","fixated","fixation_start_time","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","freq_condition","fullscreen","gazetarget_height","gazetarget_width","has_question","height","i","index","is_Q","item_nr","key","keyboard_backend","letter_height","live_row","live_row_practice_block_loop","live_row_practice_loop","logfile","mouse_backend","num_words","on_target","opensesame_codename","opensesame_version","pretarget","pretarget_n_words","psychopy_screen","psychopy_suppress_warnings","repeat_cycle","response","response_end_of_exp","response_end_of_practice_1","response_instructions","response_keyboard_response","response_new_sketchpad","response_practice_instructions","response_time","response_time_end_of_exp","response_time_end_of_practice_1","response_time_instructions","response_time_keyboard_response","response_time_new_sketchpad","response_time_practice_instructions","round_decimals","sampler_backend","sentence","sentence_beginning","sentence_high","sentence_low","sentence_number","sentence_start_x","sentence_use","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_mod","subject_nr","subject_parity","t","t1","t2","t_display_on","target","target_word_nr","time_GC_sentence_trigger","time_GC_trial_end","time_Setup_Sampling_Rate","time_about_this_experiment","time_acceptability_question","time_block_sequence","time_clear_screen","time_counterbalancingMODE","time_display_sentence","time_drift_correct","time_end_of_exp","time_end_of_practice_1","time_experiment","time_experiment_block_loop","time_experimental_loop","time_eyetracker_log_unicode","time_instructions","time_keyboard_response","time_logger","time_new_sketchpad","time_practice_block_loop","time_practice_instructions","time_practice_loop","time_practice_sequence","time_prepare_gaze_target","time_prepare_sentences","time_pygaze_init","time_pygaze_start_recording","time_pygaze_stop_recording","time_reset_feedback","time_reset_feedback_1","time_select_block","time_select_practice","time_setup_condition","time_show_gaze_target_and_driftcorrect","time_trial_sequence","title","total_correct","total_response_time","total_responses","trial_end_trigger_fixated","trial_end_trigger_on_target","trial_type","trigger_time_gazetarget","trigger_time_trialend","uniform_coordinates","width","x","x_left_gazetarget","x_left_trialend","x_right_gazetarget","y","y_bottom_gazetarget","y_top_gazetarget","y_top_trialend"
"observe","apruebe","1","2","","","77","True","77","2437","2437","white","yes","EyeLogicLite","1","333","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","85","85","85","0","85","0","86","0","85","85","0","0","0","0","0","85","0","85","85","0","0","0","0","0","85","85","0","85","85","0","0","0","0","85","85","85","b2","","","Le sugiero que observe detenidamente la situación antes de tomar una decisión.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","575807.7632","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","11","139","NO","287","None","psycho","36","80","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","12","1","Neonatal Nightingale","4.1.8","Le sugiero que ","3","2","yes","0","1","NA","1","1","1","NA","1","2301.4012999999104","NA","1923.9662999999637","2707.675399999973","2301.4012999999104","NA","4789.089399999968","2","psycho","Le sugiero que observe detenidamente la situación antes de tomar una decisión.","Le sugiero que ","Le sugiero que apruebe la propuesta sin más demora.","Le sugiero que observe detenidamente la situación antes de tomar una decisión.","100","125.0","Le sugiero que observe detenidamente la situación antes de tomar una decisión.","1024","2","48000","-16","experiment","0","200","even","572484.5847999998","573350.2273999999","575807.6677999998","573608.0581","observe","3","572484.4807999999","573608.0367","572283.7825","NA","564008.3384000001","63922.13119999997","575913.7609999999","29075.044299999943","573600.3608","572283.8218","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","571474.7948999999","14352.230100000043","564010.1274","575913.8116","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","572283.7954000001","572283.8131","17066.146499999944","572283.8323","572127.4056999999","NA","NA","NA","NA","572283.8046999999","572477.6823999999","572283.7172000001","Sampling_Rate_Experiment","24","75547.81510000018","31","1","1","experimental","250","100","no","1920","1831.2525575424067","100","1728.0","150","1032.1172749917307","565.0","515.0","972.0"
"difuntos","paquetes","1","2","","","77","True","77","2437","2437","white","yes","EyeLogicLite","1","346","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","86","86","86","0","86","0","87","0","86","86","0","0","0","0","0","86","0","86","86","0","0","0","0","0","86","86","0","86","86","0","0","0","0","86","86","86","b2","","","Para enviar los paquetes por correo, necesitamos saber las direcciones completas.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","581034.2766","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","10","185","NO","325","None","psycho","36","81","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","11","1","Neonatal Nightingale","4.1.8","Para enviar los ","3","2","yes","0","1","NA","1","1","1","NA","1","2301.4012999999104","NA","1923.9662999999637","2707.675399999973","2301.4012999999104","NA","4789.089399999968","2","psycho","Para enviar los paquetes por correo, necesitamos saber las direcciones completas.","Para enviar los ","Para enviar los paquetes por correo, necesitamos saber las direcciones completas.","Para enviar los difuntos al extranjero, se requiere un proceso legal y documentación adecuada.","59","125.0","Para enviar los paquetes por correo, necesitamos saber las direcciones completas.","1024","2","48000","-16","experiment","0","200","even","576911.2537","578219.4803","581034.2059000001","578477.5743999999","paquetes","3","576911.1678999999","578477.5501","576711.1503","NA","564008.3384000001","63922.13119999997","581140.9066","29075.044299999943","578469.7290999999","576711.1915","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","575922.0246000001","14352.230100000043","564010.1274","581140.9567","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","576711.1641","576711.1818","17066.146499999944","576711.2028999999","576570.2001000001","NA","NA","NA","NA","576711.1732","576905.0961","576711.0807","Sampling_Rate_Experiment","24","75547.81510000018","31","1","1","experimental","250","100","no","1920","1769.1130961493172","100","1728.0","150","1020.0458664186992","565.0","515.0","972.0"
"crían","viven","1","2","¿Hay muchas personas que viven en situación de pobreza extrema en esa zona? ","¿En esa zona, crían cerdos y vacas?","78","True","78","2427","2427","white","yes","EyeLogicLite","1","530","psycho","psycho","psycho","0","relative","1","YES","undefined","1","NO","undefined","1","87","87","87","0","87","0","88","0","87","87","0","0","0","0","0","87","0","87","87","0","0","0","0","0","87","87","0","87","87","0","0","0","0","87","87","87","b2","YES","¿Hay muchas personas que viven en situación de pobreza extrema en esa zona? ","En esa zona, muchas personas viven en situación de pobreza extrema.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","584949.3418999999","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","10","124","YES","240","None","psycho","36","82","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","11","1","Neonatal Nightingale","4.1.8","En esa zona, muchas personas ","5","2","yes","0","1","NA","1","1","1","NA","1","2132.2593000000343","NA","1923.9662999999637","2707.675399999973","2132.2593000000343","NA","4789.089399999968","2","psycho","En esa zona, muchas personas viven en situación de pobreza extrema.","En esa zona, muchas personas ","En esa zona, muchas personas viven en situación de pobreza extrema.","En esa zona, muchas personas crían cabras y ovejas.","275","125.0","En esa zona, muchas personas viven en situación de pobreza extrema.","1024","2","48000","-16","experiment","0","200","even","582152.7226","582684.0562999999","584949.2567000001","582944.1961","viven","5","582152.6246","582944.1722","581943.4407","NA","585057.0850999999","63922.13119999997","587197.7041999999","29075.044299999943","582934.2352","581943.4871","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","581149.3561999999","14352.230100000043","585058.2587","587197.7768","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","581943.4582","581943.4774","17066.146499999944","581943.4994","581794.1605","NA","NA","NA","NA","581943.4677999999","582145.4275","581943.2825","Sampling_Rate_Experiment","25","77680.07440000022","32","1","1","experimental","250","100","no","1920","1771.959017888865","100","1728.0","150","987.2176040964437","565.0","515.0","972.0"
"ferocidad","capacidad","1","2","","","78","True","78","2427","2427","white","yes","EyeLogicLite","1","516","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","88","88","88","0","88","0","89","0","88","88","0","0","0","0","0","88","0","88","88","0","0","0","0","0","88","88","0","88","88","0","0","0","0","88","88","88","b2","","","La bestia demostró una gran capacidad de adaptación y supervivencia.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","590788.4865","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","9","157","NO","283","None","psycho","36","83","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","10","1","Neonatal Nightingale","4.1.8","La bestia demostró una gran ","5","2","yes","0","1","NA","1","1","1","NA","1","2132.2593000000343","NA","1923.9662999999637","2707.675399999973","2132.2593000000343","NA","4789.089399999968","2","psycho","La bestia demostró una gran capacidad de adaptación y supervivencia.","La bestia demostró una gran ","La bestia demostró una gran capacidad de adaptación y supervivencia.","La bestia demostró una gran ferocidad al perseguir a su presa por la selva.","363","125.0","La bestia demostró una gran capacidad de adaptación y supervivencia.","1024","2","48000","-16","experiment","0","200","even","588196.2136000001","588473.4081999998","590788.3879","588731.9874000001","capacidad","5","588196.1206","588731.9633000001","587988.5954","NA","585057.0850999999","63922.13119999997","590894.8497","29075.044299999943","588723.5343","587988.6366","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","587206.1927000001","14352.230100000043","585058.2587","590894.9277","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","587988.6089999999","587988.6279999999","17066.146499999944","587988.6476999999","587850.9997","NA","NA","NA","NA","587988.6186","588189.5774000001","587988.5157","Sampling_Rate_Experiment","25","77680.07440000022","32","1","1","experimental","250","100","no","1920","1788.6483059886355","100","1728.0","150","1048.7476605512895","565.0","515.0","972.0"
"generaron","quisieron","1","2","","","78","True","78","2427","2427","white","yes","EyeLogicLite","1","487","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","89","89","89","0","89","0","90","0","89","89","0","0","0","0","0","89","0","89","89","0","0","0","0","0","89","89","0","89","89","0","0","0","0","89","89","89","b2","","","Durante el proceso, ellos generaron nuevas ideas y soluciones innovadoras.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","595930.7866","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","9","168","NO","440","None","psycho","36","84","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","10","1","Neonatal Nightingale","4.1.8","Durante el proceso, ellos ","4","2","yes","0","1","NA","1","1","1","NA","1","2132.2593000000343","NA","1923.9662999999637","2707.675399999973","2132.2593000000343","NA","4789.089399999968","2","psycho","Durante el proceso, ellos generaron nuevas ideas y soluciones innovadoras.","Durante el proceso, ellos ","Durante el proceso, ellos quisieron hacer varios cambios significativos.","Durante el proceso, ellos generaron nuevas ideas y soluciones innovadoras.","232","125.0","Durante el proceso, ellos generaron nuevas ideas y soluciones innovadoras.","1024","2","48000","-16","experiment","0","200","even","591888.8590999999","593657.7483","595930.6734999999","593915.0461999999","generaron","4","591888.7621","593915.0226999999","591682.9145000001","NA","585057.0850999999","63922.13119999997","596036.9821999999","29075.044299999943","593907.873","591682.9539","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","590904.1109000001","14352.230100000043","585058.2587","596037.0467","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","591682.9274999999","591682.9449","17066.146499999944","591682.9653","591543.2228000001","NA","NA","NA","NA","591682.9363999999","591881.1919000001","591682.8503999999","Sampling_Rate_Experiment","25","77680.07440000022","32","1","1","experimental","250","100","no","1920","1819.3345157910355","100","1728.0","150","1089.6597881921807","565.0","515.0","972.0"
"auxilios","recursos","1","2","","","78","True","78","2427","2427","white","yes","EyeLogicLite","1","809","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","90","90","90","0","90","0","91","0","90","90","0","0","0","0","0","90","0","90","90","0","0","0","0","0","90","90","0","90","90","0","0","0","0","90","90","90","b2","","","Para sobrellevar la situación, podemos solicitar recursos adicionales y apoyo financiero.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","600295.3173","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","10","178","NO","69","None","psycho","36","85","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","11","1","Neonatal Nightingale","4.1.8","Para sobrellevar la situación, podemos solicitar ","6","2","yes","0","1","NA","1","1","1","NA","1","2132.2593000000343","NA","1923.9662999999637","2707.675399999973","2132.2593000000343","NA","4789.089399999968","2","psycho","Para sobrellevar la situación, podemos solicitar recursos adicionales y apoyo financiero.","Para sobrellevar la situación, podemos solicitar ","Para sobrellevar la situación, podemos solicitar recursos adicionales y apoyo financiero.","Para sobrellevar la situación, podemos solicitar auxilios financieros externos.","295","125.0","Para sobrellevar la situación, podemos solicitar recursos adicionales y apoyo financiero.","1024","2","48000","-16","experiment","0","200","even","597032.1237","597564.2446000001","600295.2189999999","597822.7241999999","recursos","6","597032.0035999999","597822.6974000001","596829.9413000001","NA","585057.0850999999","63922.13119999997","600401.3375","29075.044299999943","597814.3759000001","596829.9854","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","596044.9001000001","14352.230100000043","585058.2587","600401.3851999999","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","596829.9567999999","596829.9763999999","17066.146499999944","596829.9976","596683.9432000001","NA","NA","NA","NA","596829.9668","597025.2718","596829.8291","Sampling_Rate_Experiment","25","77680.07440000022","32","1","1","experimental","250","100","no","1920","1812.8732945811857","100","1728.0","150","973.4974750210347","565.0","515.0","972.0"
"reuní","volví","1","2","¿Volví a mi casa? ","¿Logré juntar las piezas?","78","True","78","2390","2390","white","yes","EyeLogicLite","1","627","psycho","psycho","psycho","0","relative","1","YES","undefined","1","YES","undefined","1","91","91","91","0","91","0","92","0","91","91","0","0","0","0","0","91","0","91","91","0","0","0","0","0","91","91","0","91","91","0","0","0","0","91","91","91","b2","YES","¿Volví a mi casa? ","Después de mucho tiempo, finalmente volví a mi hogar.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","606776.3703","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","8","125","YES","140","None","psycho","36","86","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","9","1","Neonatal Nightingale","4.1.8","Después de mucho tiempo, finalmente ","5","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","Después de mucho tiempo, finalmente volví a mi hogar.","Después de mucho tiempo, finalmente ","Después de mucho tiempo, finalmente volví a mi hogar.","Después de mucho tiempo, finalmente reuní todas las piezas.","279","125.0","Después de mucho tiempo, finalmente volví a mi hogar.","1024","2","48000","-16","experiment","0","200","even","601393.2954999999","604993.726","606776.2938","605251.7574","volví","5","601393.1905999999","605251.7309999999","601187.1780000001","NA","606883.7291000001","63922.13119999997","608081.8197","29075.044299999943","605243.8925","601187.2302999999","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","600409.6009000001","14352.230100000043","606885.2682999999","608081.8697","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","601187.2011","601187.2213","17066.146499999944","601187.2424","601054.7651999999","NA","NA","NA","NA","601187.2118","601384.9340999998","601187.0395","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1820.4181129814","100","1728.0","150","1034.6467483063045","565.0","515.0","972.0"
"inexplicables","excepcionales","1","2","","","78","True","78","2390","2390","white","yes","EyeLogicLite","1","503","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","92","92","92","0","92","0","93","0","92","92","0","0","0","0","0","92","0","92","92","0","0","0","0","0","92","92","0","92","92","0","0","0","0","92","92","92","b2","","","A veces, los fenómenos más inexplicables tienen explicaciones simples y lógicas.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","611486.7404999998","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","10","182","NO","479","None","psycho","36","87","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","11","1","Neonatal Nightingale","4.1.8","A veces, los fenómenos más ","5","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","A veces, los fenómenos más inexplicables tienen explicaciones simples y lógicas.","A veces, los fenómenos más ","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","A veces, los fenómenos más inexplicables tienen explicaciones simples y lógicas.","32","125.0","A veces, los fenómenos más inexplicables tienen explicaciones simples y lógicas.","1024","2","48000","-16","experiment","0","200","even","609083.1632999999","609571.0416000001","611486.6719000001","609828.7016","inexplicables","5","609082.9922","609828.6790000001","608878.4027999999","NA","606883.7291000001","63922.13119999997","611592.9031","29075.044299999943","609821.1780999999","608878.4446","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","608089.296","14352.230100000043","606885.2682999999","611592.953","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","608878.4165","608878.4354999999","17066.146499999944","608878.4569999999","608734.4701999999","NA","NA","NA","NA","608878.4262","609076.7767","608878.3337000001","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1821.491119164255","100","1728.0","150","1046.5932006564212","565.0","515.0","972.0"
"azotó","llegó","1","2","","","78","True","78","2390","2390","white","yes","EyeLogicLite","1","432","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","93","93","93","0","93","0","94","0","93","93","0","0","0","0","0","93","0","93","93","0","0","0","0","0","93","93","0","93","93","0","0","0","0","93","93","93","b2","","","De repente, el viento azotó con fuerza la casa.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","614907.3228999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","8","148","NO","204","None","psycho","36","88","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","9","1","Neonatal Nightingale","4.1.8","De repente, el viento ","4","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","De repente, el viento azotó con fuerza la casa.","De repente, el viento ","De repente, el viento llegó con fuerza y derribó las sillas del jardín.","De repente, el viento azotó con fuerza la casa.","198","125.0","De repente, el viento azotó con fuerza la casa.","1024","2","48000","-16","experiment","0","200","even","612575.2292999999","613083.6211","614907.2318","613341.1761","azotó","4","612575.0635999999","613341.1405000001","612374.0048000001","NA","606883.7291000001","63922.13119999997","615013.2233999999","29075.044299999943","613333.7581","612374.0437","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","611601.6292999999","14352.230100000043","606885.2682999999","615013.2760000001","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","612374.0175","612374.0353","17066.146499999944","612374.0535999999","612244.9539000001","NA","NA","NA","NA","612374.0260999999","612568.2751000001","612373.9360000001","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1859.2198118342585","100","1728.0","150","1025.0540663473398","565.0","515.0","972.0"
"sacará","pasará","1","2","","","78","True","78","2390","2390","white","yes","EyeLogicLite","1","279","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","94","94","94","0","94","0","95","0","94","94","0","0","0","0","0","94","0","94","94","0","0","0","0","0","94","94","0","94","94","0","0","0","0","94","94","94","b2","","","Mañana, él sacará la basura temprano.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","617720.1636999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","5","165","NO","183","None","psycho","36","89","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","6","1","Neonatal Nightingale","4.1.8","Mañana, él ","2","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","Mañana, él sacará la basura temprano.","Mañana, él ","Mañana, él pasará temprano por tu casa.","Mañana, él sacará la basura temprano.","208","125.0","Mañana, él sacará la basura temprano.","1024","2","48000","-16","experiment","0","200","even","615970.7967999999","616245.3585","617720.066","616503.5609","sacará","2","615970.7084","616503.5377","615769.9544","NA","606883.7291000001","63922.13119999997","617827.1550999999","29075.044299999943","616495.5131","615769.9951999999","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","615021.4599","14352.230100000043","606885.2682999999","617827.2115000001","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","615769.9693000001","615769.9871000001","17066.146499999944","615770.0062000001","615668.2893000001","NA","NA","NA","NA","615769.9785000001","615964.2696","615769.8444","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1917.3280015165333","100","1728.0","150","1063.1098824574929","565.0","515.0","972.0"
"vectoriales","elementales","1","2","","","78","True","78","2390","2390","white","yes","EyeLogicLite","1","1414","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","95","95","95","0","95","0","96","0","95","95","0","0","0","0","0","95","0","95","95","0","0","0","0","0","95","95","0","95","95","0","0","0","0","95","95","95","b2","","","En la clase de matemáticas discutimos los sistemas de coordenadas elementales cartesianas y polares.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","621528.5244","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","13","181","NO","290","None","psycho","36","90","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","14","1","Neonatal Nightingale","4.1.8","En la clase de matemáticas discutimos los conceptos de los sistemas de coordenadas ","13","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","En la clase de matemáticas discutimos los sistemas de coordenadas elementales cartesianas y polares.","En la clase de matemáticas discutimos los conceptos de los sistemas de coordenadas ","En la clase de matemáticas discutimos los sistemas de coordenadas elementales cartesianas y polares.","En la clase de matemáticas discutimos los sistemas de coordenadas vectoriales tridimensionales.","25","125.0","En la clase de matemáticas discutimos los sistemas de coordenadas elementales cartesianas y polares.","1024","2","48000","-16","experiment","0","200","even","618839.3419","619103.7370000001","621528.4086999999","619361.2664000001","elementales","13","618839.2342999999","619361.2405","618636.4866000001","NA","606883.7291000001","63922.13119999997","621634.7620999998","29075.044299999943","619353.8798999999","618636.5254","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","617833.3048999999","14352.230100000043","606885.2682999999","621634.8388","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","618636.4988","618636.517","17066.146499999944","618636.5354","618465.8041","NA","NA","NA","NA","618636.5084","618831.568","618636.4210999999","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1847.9154393589256","100","1728.0","150","1061.154993049906","565.0","515.0","972.0"
"engañaba","proponía","1","2","","","78","True","78","2390","2390","white","yes","EyeLogicLite","1","613","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","96","96","96","0","96","0","97","0","96","96","0","0","0","0","0","96","0","96","96","0","0","0","0","0","96","96","0","96","96","0","0","0","0","96","96","96","b2","","","Siempre que hablaba, se notaba que engañaba a propósito.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","624773.3838999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","8","167","NO","470","None","psycho","36","91","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","9","1","Neonatal Nightingale","4.1.8","Siempre que hablaba, se notaba que ","6","2","yes","0","1","NA","1","1","1","NA","1","1190.174500000081","NA","1923.9662999999637","2707.675399999973","1190.174500000081","NA","4789.089399999968","2","psycho","Siempre que hablaba, se notaba que engañaba a propósito.","Siempre que hablaba, se notaba que ","Siempre que hablaba, se notaba que proponía soluciones innovadoras y prácticas.","Siempre que hablaba, se notaba que engañaba a propósito.","224","125.0","Siempre que hablaba, se notaba que engañaba a propósito.","1024","2","48000","-16","experiment","0","200","even","622616.4064000001","622891.1643000001","624773.2583000001","623148.5234999999","engañaba","6","622616.3017","623148.4993999999","622415.4951","NA","606883.7291000001","63922.13119999997","624880.1502","29075.044299999943","623141.2896","622415.5363000002","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","621643.6532","14352.230100000043","606885.2682999999","624880.2188","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","622415.5084","622415.527","17066.146499999944","622415.5480000001","622285.7374999999","NA","NA","NA","NA","622415.5175","622609.5936999999","622415.4210999999","Sampling_Rate_Experiment","26","78870.2489000003","33","1","1","experimental","250","100","no","1920","1839.3831312305279","100","1728.0","150","1035.8408137433516","565.0","515.0","972.0"
