"A1","A2","Block_nr_Condition_3","Block_nr_Condition_4","Q_high","Q_low","acc","acceptable","accuracy","anchor_width","average_response_time","avg_rt","background","bidi","block_eyetracker","block_number","boundary","boundary_left_correction","canvas_backend","ch","char_idx","char_right_boundary","chars_so_far","clock_backend","color_backend","compensation","coordinates","correct","correct_high","correct_instructions","correct_keyboard_response","correct_low","correct_practice_instructions","correct_response","count_GC_sentence_trigger","count_GC_trial_end","count_Setup_Sampling_Rate","count_about_this_experiment","count_acceptability_question","count_block_sequence","count_clear_screen","count_counterbalancingMODE","count_display_sentence","count_drift_correct","count_end_of_exp","count_end_of_practice_1","count_experiment","count_experiment_block_loop","count_experimental_loop","count_eyetracker_log_unicode","count_function_save_canvas_as_image","count_instructions","count_keyboard_response","count_logger","count_new_sketchpad","count_practice_block_loop","count_practice_instructions","count_practice_loop","count_practice_sequence","count_prepare_gaze_target","count_prepare_sentences","count_pygaze_init","count_pygaze_start_recording","count_pygaze_stop_recording","count_reset_feedback","count_reset_feedback_1","count_select_block","count_select_practice","count_set_test_mode","count_setup_condition","count_show_gaze_target_and_driftcorrect","count_test_mode_warning","count_trial_sequence","current_block","current_correct_text","current_question","current_sentence","current_string","datetime","description","desired_sampling_rate","disable_garbage_collection","do_practice","experiment_file","experiment_path","first_anchored","first_char","first_right","fix_start_time","fixated","fixation_start_time","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","freq_condition","fullscreen","gazetarget_height","gazetarget_width","has_question","height","i","index","is_Q","item_nr","key","keyboard_backend","len_high","len_low","letter_height","live_row","live_row_practice_block_loop","live_row_practice_loop","logfile","mouse_backend","num_words","on_target","opensesame_codename","opensesame_version","pretarget","pretarget_n_words","psychopy_screen","psychopy_suppress_warnings","repeat_cycle","response","response_end_of_exp","response_end_of_practice_1","response_instructions","response_keyboard_response","response_new_sketchpad","response_practice_instructions","response_test_mode_warning","response_time","response_time_end_of_exp","response_time_end_of_practice_1","response_time_instructions","response_time_keyboard_response","response_time_new_sketchpad","response_time_practice_instructions","response_time_test_mode_warning","right_bound_px","round_decimals","sampler_backend","sentence","sentence_beginning","sentence_chars","sentence_high","sentence_left_boundary","sentence_low","sentence_number","sentence_start_x","sentence_use","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_mod","subject_nr","subject_parity","t","t1","t2","t_display_on","target","target_word_nr","test_mode","text_left_x","time_GC_sentence_trigger","time_GC_trial_end","time_Setup_Sampling_Rate","time_about_this_experiment","time_acceptability_question","time_block_sequence","time_clear_screen","time_counterbalancingMODE","time_display_sentence","time_drift_correct","time_end_of_exp","time_end_of_practice_1","time_experiment","time_experiment_block_loop","time_experimental_loop","time_eyetracker_log_unicode","time_function_save_canvas_as_image","time_instructions","time_keyboard_response","time_logger","time_new_sketchpad","time_practice_block_loop","time_practice_instructions","time_practice_loop","time_practice_sequence","time_prepare_gaze_target","time_prepare_sentences","time_pygaze_init","time_pygaze_start_recording","time_pygaze_stop_recording","time_reset_feedback","time_reset_feedback_1","time_select_block","time_select_practice","time_set_test_mode","time_setup_condition","time_show_gaze_target_and_driftcorrect","time_test_mode_warning","time_trial_sequence","title","total_correct","total_response_time","total_responses","trial_end_trigger_fixated","trial_end_trigger_on_target","trial_type","trigger_time_gazetarget","trigger_time_trialend","uniform_coordinates","width","word","word_idx","x","x_left_gazetarget","x_left_trialend","x_right_gazetarget","y","y_bottom_gazetarget","y_top_gazetarget","y_top_trialend"
"obrado","tenido","1","2","","","85","True","85","3","1845","1845","white","yes","EyeLogicOne","0","397","0.14","psycho",".","10","1069","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","76","76","76","0","76","0","77","0","76","76","0","0","0","0","0","76","0","0","76","76","NA","0","0","0","0","76","76","0","76","76","0","0","0","0","0","76","76","0","76","b1","","","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","552995.2024999948","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","10","93","NO","88","None","psycho","67","96","36","71","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","11","1","Neonatal Nightingale","4.1.8","Aunque no lo haya","4","2","yes","0","2","NA","2","4","2","NA","4","NA","1167.5459999969462","NA","6419.381100000464","3929.567800005316","1167.5459999969462","NA","14522.53680001013","NA","1069","2","psycho","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","Aunque no lo haya","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","121","Aunque no lo haya obrado intencionalmente, debemos considerar las consecuencias de sus acciones.","261","125.0","Aunque no lo haya tenido fácil, logró superar todos los obstáculos.","1024","2","48000","-16","experiment","0","4","even","547054.1789999988","550564.0312000032","552995.1360999985","550822.3291000031","tenido","4","False","121","547053.9197999897","550822.2935999947","546875.535500003","NA","531715.7340999984","99266.49239999824","553101.2707999907","30612.667800000054","550814.1465999943","546875.5845999985","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","545538.9570999978","5933.413799997652","12333.50339999015","531717.5000999996","553101.3240000029","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","546875.557899999","546875.5763999943","16269.431099994108","546875.5964000011","546254.4916999905","NA","NA","NA","NA","10482.120599990594","546875.5681999901","547047.3321000027","NA","546875.3487999929","Sampling_Rate_Experiment","18","38764.91209999949","21","1","1","experimental","250","100","no","1920","obstáculos.","10","1804.555240228433","100","1728.0","150","985.5659621293889","565.0","515.0","972.0"
"combinó","estalló","1","2","¿Hubo una detonación violenta?","¿El desenlace fue armonioso y positivo?","86","True","86","3","1832","1832","white","yes","EyeLogicOne","0","381","0.14","psycho",".","7","689","De repente, todo estalló en mil pedazos.","psycho","psycho","0","relative","1","YES","undefined","1","YES","undefined","1","77","77","77","0","77","0","78","0","77","77","0","0","0","0","0","77","0","0","77","77","NA","0","0","0","0","77","77","0","77","77","0","0","0","0","0","77","77","0","77","b1","YES","¿Hubo una detonación violenta?","De repente, todo estalló en mil pedazos.","De repente, todo estalló en mil pedazos.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","D","19","0","1","557104.9394000001","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","6","4","YES","34","None","psycho","40","80","36","72","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","7","1","Neonatal Nightingale","4.1.8","De repente, todo ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","1552.255000002333","NA","6419.381100000464","3929.567800005316","1552.255000002333","NA","14522.53680001013","NA","689","2","psycho","De repente, todo estalló en mil pedazos.","De repente, todo ","De repente, todo estalló en mil pedazos.","De repente, todo estalló en mil pedazos.","119","De repente, todo combinó perfectamente y se sintió una gran sensación de alivio.","177","125.0","De repente, todo estalló en mil pedazos.","1024","2","48000","-16","experiment","0","4","even","554435.8302999899","555776.417000001","557104.8657999927","556034.3050999945","estalló","3","False","119","554435.7328999904","556034.2756000027","554237.9660000006","NA","557211.813899994","99266.49239999824","558772.7239999949","30612.667800000054","556026.5359999903","554238.0155999999","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","553108.9431","5933.413799997652","12333.50339999015","557213.2126999932","558772.7846999915","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","554237.9879999935","554238.0074999965","16269.431099994108","554238.0268999987","553837.8174999962","NA","NA","NA","NA","10482.120599990594","554237.9982999992","554429.0630000032","NA","554237.778900002","Sampling_Rate_Experiment","19","40317.167100001825","22","1","1","experimental","250","100","no","1920","pedazos.","6","1763.4172540291388","100","1728.0","150","1019.4013560767746","565.0","515.0","972.0"
"creéis","estáis","1","2","","","86","True","86","3","1832","1832","white","yes","EyeLogicOne","0","355","0.14","psycho",".","8","971","Me pregunto si creéis que es posible encontrar una solución.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","78","78","78","0","78","0","79","0","78","78","0","0","0","0","0","78","0","0","78","78","NA","0","0","0","0","78","78","0","78","78","0","0","0","0","0","78","78","0","78","b1","","","Me pregunto si creéis que es posible encontrar una solución.","Me pregunto si creéis que es posible encontrar una solución.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","M","21","0","1","562959.2562000034","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","9","33","NO","26","None","psycho","72","60","36","73","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","10","1","Neonatal Nightingale","4.1.8","Me pregunto si ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","1552.255000002333","NA","6419.381100000464","3929.567800005316","1552.255000002333","NA","14522.53680001013","NA","971","2","psycho","Me pregunto si creéis que es posible encontrar una solución.","Me pregunto si ","Me pregunto si creéis que es posible encontrar una solución.","Me pregunto si estáis dispuestos a ayudar en la organización del evento.","121","Me pregunto si creéis que es posible encontrar una solución.","176","125.0","Me pregunto si creéis que es posible encontrar una solución.","1024","2","48000","-16","experiment","0","4","even","560278.5176000034","561111.538600002","562959.1638999991","561370.958200001","creéis","3","False","121","560278.416599991","561370.934999999","560098.5908000002","NA","557211.813899994","99266.49239999824","563065.1324999926","30612.667800000054","561361.6661999986","560098.6419999972","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","558780.9398999962","5933.413799997652","12333.50339999015","557213.2126999932","563065.1835000026","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","560098.6139000015","560098.6336999922","16269.431099994108","560098.6533999967","559515.2740999911","NA","NA","NA","NA","10482.120599990594","560098.6242999934","560270.0577999931","NA","560098.3973999973","Sampling_Rate_Experiment","19","40317.167100001825","22","1","1","experimental","250","100","no","1920","solución.","9","1798.7416333722601","100","1728.0","150","983.0740208939492","565.0","515.0","972.0"
"alumnado","fenómeno","1","2","","","86","True","86","3","1832","1832","white","yes","EyeLogicOne","0","354","0.14","psycho",".","14","1404","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","79","79","79","0","79","0","80","0","79","79","0","0","0","0","0","79","0","0","79","79","NA","0","0","0","0","79","79","0","79","79","0","0","0","0","0","79","79","0","79","b1","","","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","E","20","0","1","568892.7975999977","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","10","60","NO","166","None","psycho","91","65","36","74","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","11","1","Neonatal Nightingale","4.1.8","El estudio del ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","1552.255000002333","NA","6419.381100000464","3929.567800005316","1552.255000002333","NA","14522.53680001013","NA","1404","2","psycho","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","El estudio del ","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","120","El estudio del alumnado reveló importantes tendencias educativas.","323","125.0","El estudio del fenómeno requiere de metodologías específicas y herramientas especializadas.","1024","2","48000","-16","experiment","0","4","even","564821.9820999948","566107.4197999988","568892.7062000002","566366.6572999937","fenómeno","3","False","120","564821.8365999928","566366.5948999987","564642.7396999934","NA","557211.813899994","99266.49239999824","568998.9859999914","30612.667800000054","566357.6814999979","564642.789999998","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","563075.3121000016","5933.413799997652","12333.50339999015","557213.2126999932","568999.0361999953","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","564642.7619000024","564642.7818999946","16269.431099994108","564642.8043999913","563796.7464999965","NA","NA","NA","NA","10482.120599990594","564642.772399995","564813.6520999979","NA","564642.5051999977","Sampling_Rate_Experiment","19","40317.167100001825","22","1","1","experimental","250","100","no","1920","especializadas.","10","1833.4655373259357","100","1728.0","150","1004.8219894437568","565.0","515.0","972.0"
"consumida","inspirada","1","2","","","86","True","86","3","1832","1832","white","yes","EyeLogicOne","0","549","0.14","psycho",".","10","927","Desde niña siempre he estado consumida por la curiosidad.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","80","80","80","0","80","0","81","0","80","80","0","0","0","0","0","80","0","0","80","80","NA","0","0","0","0","80","80","0","80","80","0","0","0","0","0","80","80","0","80","b1","","","Desde niña siempre he estado consumida por la curiosidad.","Desde niña siempre he estado consumida por la curiosidad.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","D","19","0","1","574043.6145999993","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","8","98","NO","79","None","psycho","57","57","36","75","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","9","1","Neonatal Nightingale","4.1.8","Desde niña siempre he estado","5","2","yes","0","1","NA","2","4","1","NA","4","NA","1552.255000002333","NA","6419.381100000464","3929.567800005316","1552.255000002333","NA","14522.53680001013","NA","927","2","psycho","Desde niña siempre he estado consumida por la curiosidad.","Desde niña siempre he estado","Desde niña siempre he estado consumida por la curiosidad.","Desde niña siempre he estado inspirada por la naturaleza.","119","Desde niña siempre he estado consumida por la curiosidad.","40","125.0","Desde niña siempre he estado consumida por la curiosidad.","1024","2","48000","-16","experiment","0","4","even","570457.582499992","571436.9899000012","574043.5305999999","571695.948099994","consumida","5","False","119","570457.4761999975","571695.9206000029","570280.2999999985","NA","557211.813899994","99266.49239999824","574150.1150999975","30612.667800000054","571687.1108999912","570280.3379999968","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","569007.5063999975","5933.413799997652","12333.50339999015","557213.2126999932","574150.169200002","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","570280.3131999972","570280.3300999949","16269.431099994108","570280.3489999933","569729.7946000035","NA","NA","NA","NA","10482.120599990594","570280.322199993","570450.7883999904","NA","570280.2304999932","Sampling_Rate_Experiment","19","40317.167100001825","22","1","1","experimental","250","100","no","1920","curiosidad.","8","1844.1799901582222","100","1728.0","150","1005.686429499741","565.0","515.0","972.0"
"desaliento","consumidor","1","2","¿Se leen los manuales?","¿Es importante continuar?","82","True","82","3","1805","1805","white","yes","EyeLogicOne","0","313","0.14","psycho",".","8","1223","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","psycho","psycho","0","relative","0","YES","undefined","0","NO","undefined","2","81","81","81","0","81","0","82","0","81","81","0","0","0","0","0","81","0","0","81","81","NA","0","0","0","0","81","81","0","81","81","0","0","0","0","0","81","81","0","81","b1","NO","¿Es importante continuar?","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","578605.9973999945","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","11","23","YES","14","None","psycho","79","78","36","76","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","12","1","Neonatal Nightingale","4.1.8","A veces, el ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","1218.7673000007635","NA","6419.381100000464","3929.567800005316","1218.7673000007635","NA","14522.53680001013","NA","1223","2","psycho","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","A veces, el ","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","A veces, el consumidor no lee las instrucciones adecuadamente y comete errores.","121","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","284","125.0","A veces, el desaliento puede ser abrumador pero es importante seguir adelante.","1024","2","48000","-16","experiment","0","4","even","575809.8405999917","576023.6891999957","578605.817299991","576281.7359999899","desaliento","3","False","121","575809.7024000017","576281.7127000017","575628.53609999","NA","578713.4508000017","99266.49239999824","579939.1699999978","30612.667800000054","576273.9137000026","575628.5769999959","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","574158.3584999898","5933.413799997652","12333.50339999015","578714.7022999998","579939.2162000004","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","575628.5497999925","575628.5683000024","16269.431099994108","575628.5881999938","574887.6728000032","NA","NA","NA","NA","10482.120599990594","575628.5595999943","575800.9390999941","NA","575628.4618999925","Sampling_Rate_Experiment","19","41535.93440000259","23","1","1","experimental","250","100","no","1920","adelante.","11","1860.9991004002586","100","1728.0","150","984.3571196653709","565.0","515.0","972.0"
"odiaba","sufría","1","2","","","82","True","82","3","1805","1805","white","yes","EyeLogicOne","0","859","0.14","psycho",".","8","1307","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","psycho","psycho","0","relative","0","","undefined","0","","undefined","None","82","82","82","0","82","0","83","0","82","82","0","0","0","0","0","82","0","0","82","82","NA","0","0","0","0","82","82","0","82","82","0","0","0","0","0","82","82","0","82","b1","","","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","585957.0775000029","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","14","100","NO","331","None","psycho","84","69","36","77","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","15","1","Neonatal Nightingale","4.1.8","A veces, cuando se sentía triste, él confesaba que","9","2","yes","0","1","NA","2","4","1","NA","4","NA","1218.7673000007635","NA","6419.381100000464","3929.567800005316","1218.7673000007635","NA","14522.53680001013","NA","1307","2","psycho","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","A veces, cuando se sentía triste, él confesaba que","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","121","A veces, cuando se sentía triste, él confesaba que odiaba estar solo.","257","125.0","A veces, cuando se sentía triste, él confesaba que sufría de un gran vacío interior.","1024","2","48000","-16","experiment","0","4","even","581631.8920999911","583309.8039000033","585956.9974999904","583568.7830999959","sufría","9","False","121","581631.6744999931","583568.7576999917","581443.2986000029","NA","578713.4508000017","99266.49239999824","586063.6618999997","30612.667800000054","583560.0116999994","581443.3480000007","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","579949.0840999933","5933.413799997652","12333.50339999015","578714.7022999998","586063.7204999948","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","581443.320499995","581443.3397999965","16269.431099994108","581443.3592999994","580666.1430999957","NA","NA","NA","NA","10482.120599990594","581443.3304999984","581624.5691999939","NA","581443.154499997","Sampling_Rate_Experiment","19","41535.93440000259","23","1","1","experimental","250","100","no","1920","interior.","14","1856.3164723856553","100","1728.0","150","1012.5149447238585","565.0","515.0","972.0"
"tímidos","nacidos","1","2","¿La frase describe el comportamiento de las personas nacidas en marzo?","¿La frase describe el comportamiento de gente extravertida?","83","True","83","3","1838","1838","white","yes","EyeLogicOne","0","341","0.14","psycho",".","9","971","A menudo, los nacidos en mayo son muy creativos y enérgicos.","psycho","psycho","0","relative","1","NO","undefined","1","NO","undefined","2","83","83","83","0","83","0","84","0","83","83","0","0","0","0","0","83","0","0","83","83","NA","0","0","0","0","83","83","0","83","83","0","0","0","0","0","83","83","0","83","b1","NO","¿La frase describe el comportamiento de las personas nacidas en marzo?","A menudo, los nacidos en mayo son muy creativos y enérgicos.","A menudo, los nacidos en mayo son muy creativos y enérgicos.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","593341.2609999941","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","10","26","YES","6","None","psycho","60","69","36","78","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","11","1","Neonatal Nightingale","4.1.8","A menudo, los ","3","2","yes","0","2","NA","2","4","2","NA","4","NA","2597.00179999345","NA","6419.381100000464","3929.567800005316","2597.00179999345","NA","14522.53680001013","NA","971","2","psycho","A menudo, los nacidos en mayo son muy creativos y enérgicos.","A menudo, los ","A menudo, los nacidos en mayo son muy creativos y enérgicos.","A menudo, los nacidos en mayo son muy creativos y enérgicos.","121","A menudo, los tímidos hablan en voz baja y evitan el contacto visual.","55","125.0","A menudo, los nacidos en mayo son muy creativos y enérgicos.","1024","2","48000","-16","experiment","0","4","even","587540.7799999957","591430.2664999996","593341.190399995","591688.0491999909","nacidos","3","False","121","587540.6776000018","591687.8457999992","587360.2162000025","NA","593448.310199994","99266.49239999824","596053.9109999954","30612.667800000054","591680.4358999943","587360.2554999961","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","586072.1111000021","5933.413799997652","12333.50339999015","593450.2123999991","596053.9616000024","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","587360.2289999981","587360.2471999911","16269.431099994108","587360.2680999902","586796.1050000013","NA","NA","NA","NA","10482.120599990594","587360.2386999992","587533.8225000014","NA","587360.1435000019","Sampling_Rate_Experiment","20","44132.93619999604","24","1","1","experimental","250","100","no","1920","enérgicos.","10","1830.4936882498414","100","1728.0","150","975.8750224905262","565.0","515.0","972.0"
"aplaudió","aprendió","1","2","","","83","True","83","3","1838","1838","white","yes","EyeLogicOne","0","619","0.14","psycho",".","15","955","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","84","84","84","0","84","0","85","0","84","84","0","0","0","0","0","84","0","0","84","84","NA","0","0","0","0","84","84","0","84","84","0","0","0","0","0","84","84","0","84","b1","","","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","C","19","0","1","599598.3100000012","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","6","50","NO","346","None","psycho","63","59","36","79","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","7","1","Neonatal Nightingale","4.1.8","Con mucho esfuerzo, él finalmente ","5","2","yes","0","2","NA","2","4","2","NA","4","NA","2597.00179999345","NA","6419.381100000464","3929.567800005316","2597.00179999345","NA","14522.53680001013","NA","955","2","psycho","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","Con mucho esfuerzo, él finalmente ","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","Con mucho esfuerzo, él finalmente aprendió a tocar la guitarra.","119","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","98","125.0","Con mucho esfuerzo, él finalmente aplaudió entusiastamente.","1024","2","48000","-16","experiment","0","4","even","597538.5021999973","597779.6468000015","599598.1978999916","598039.1133999947","aplaudió","5","False","119","597538.3795999951","598039.0880999912","597350.1386999997","NA","593448.310199994","99266.49239999824","599704.5324999926","30612.667800000054","598029.767","597350.1813999901","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","596062.5041000021","5933.413799997652","12333.50339999015","593450.2123999991","599704.5950000029","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","597350.156799992","597350.1738999912","16269.431099994108","597350.1929999911","596785.1328999968","NA","NA","NA","NA","10482.120599990594","597350.1657000015","597532.8747000021","NA","597349.8924000014","Sampling_Rate_Experiment","20","44132.93619999604","24","1","1","experimental","250","100","no","1920","entusiastamente.","6","1845.462896514848","100","1728.0","150","986.0517505929829","565.0","515.0","972.0"
"infunde","utiliza","1","2","","","83","True","83","3","1838","1838","white","yes","EyeLogicOne","0","424","0.14","psycho",".","9","1292","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","85","85","85","0","85","0","86","0","85","85","0","0","0","0","0","85","0","0","85","85","NA","0","0","0","0","85","85","0","85","85","0","0","0","0","0","85","85","0","85","b1","","","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","E","20","0","1","605846.9053000008","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","11","71","NO","170","None","psycho","83","67","36","80","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","12","1","Neonatal Nightingale","4.1.8","El profesor siempre ","3","2","yes","0","2","NA","2","4","2","NA","4","NA","2597.00179999345","NA","6419.381100000464","3929.567800005316","2597.00179999345","NA","14522.53680001013","NA","1292","2","psycho","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","El profesor siempre ","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","120","El profesor siempre infunde motivación y energía a sus estudiantes.","271","125.0","El profesor siempre utiliza ejemplos claros y precisos para ilustrar sus lecciones.","1024","2","48000","-16","experiment","0","4","even","601380.327299994","603211.5704000025","605846.8221999938","603470.6580999919","utiliza","3","False","120","601380.2198999911","603470.5908999895","601200.7604999962","NA","593448.310199994","99266.49239999824","605953.0879999948","30612.667800000054","603461.7105999932","601200.7986999961","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","599713.4950000036","5933.413799997652","12333.50339999015","593450.2123999991","605953.1440999999","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","601200.7730999903","601200.7906999934","16269.431099994108","601200.809899994","600427.7608999982","NA","NA","NA","NA","10482.120599990594","601200.7819999999","601372.9029999959","NA","601200.6886000017","Sampling_Rate_Experiment","20","44132.93619999604","24","1","1","experimental","250","100","no","1920","lecciones.","11","1842.642835087616","100","1728.0","150","1033.0721504494893","565.0","515.0","972.0"
